event_timestamp,created,driver_id,conv_rate,acc_rate,avg_daily_trips
2025-06-01T04:03:45.000+05:30,2025-06-01T12:00:00.000+05:30,1000,231.059,631.408,710
2025-06-02T06:22:52.000+05:30,2025-06-02T12:00:00.000+05:30,1000,559.434,649.297,477
2025-06-02T15:30:29.000+05:30,2025-06-02T12:00:00.000+05:30,1000,379.774,442.007,384
2025-06-02T06:21:28.000+05:30,2025-06-02T12:00:00.000+05:30,1000,833.279,780.557,693
2025-06-02T08:47:01.000+05:30,2025-06-02T12:00:00.000+05:30,1000,663.017,361.492,761
2025-06-02T08:50:36.000+05:30,2025-06-02T12:00:00.000+05:30,1000,693.299,349.718,530
2025-06-02T16:41:50.000+05:30,2025-06-02T12:00:00.000+05:30,1000,720.327,565.536,731
2025-06-02T21:48:07.000+05:30,2025-06-02T12:00:00.000+05:30,1000,202.318,775.405,700
2025-06-03T10:28:03.000+05:30,2025-06-03T12:00:00.000+05:30,1000,545.664,551.277,977
2025-06-03T17:42:40.000+05:30,2025-06-03T12:00:00.000+05:30,1000,432.984,562.767,118
2025-06-03T14:49:58.000+05:30,2025-06-03T12:00:00.000+05:30,1000,602.016,461.773,597
2025-06-03T05:13:02.000+05:30,2025-06-03T12:00:00.000+05:30,1000,410.794,622.144,161
2025-06-03T19:42:15.000+05:30,2025-06-03T12:00:00.000+05:30,1000,506.061,702.549,670
2025-06-03T11:47:13.000+05:30,2025-06-03T12:00:00.000+05:30,1000,423.079,706.677,357
2025-06-03T04:06:20.000+05:30,2025-06-03T12:00:00.000+05:30,1000,658.7,375.267,554
2025-06-03T00:38:05.000+05:30,2025-06-03T12:00:00.000+05:30,1000,760.847,392.55,263
2025-06-03T20:48:12.000+05:30,2025-06-03T12:00:00.000+05:30,1000,236.305,404.681,397
2025-06-04T11:26:30.000+05:30,2025-06-04T12:00:00.000+05:30,1000,700.105,370.171,972
2025-06-04T15:19:02.000+05:30,2025-06-04T12:00:00.000+05:30,1000,764.697,654.744,265
2025-06-04T09:13:32.000+05:30,2025-06-04T12:00:00.000+05:30,1000,688.192,340.637,784
2025-06-04T15:36:51.000+05:30,2025-06-04T12:00:00.000+05:30,1000,339.459,374.088,956
2025-06-05T18:36:52.000+05:30,2025-06-05T12:00:00.000+05:30,1000,777.666,462.797,930
2025-06-05T13:19:48.000+05:30,2025-06-05T12:00:00.000+05:30,1000,567.937,318.768,329
2025-06-05T12:37:23.000+05:30,2025-06-05T12:00:00.000+05:30,1000,814.707,690.657,333
2025-06-05T22:44:32.000+05:30,2025-06-05T12:00:00.000+05:30,1000,899.581,472.705,861
2025-06-05T11:18:02.000+05:30,2025-06-05T12:00:00.000+05:30,1000,616.962,378.084,996
2025-06-06T11:04:02.000+05:30,2025-06-06T12:00:00.000+05:30,1000,449.923,659.557,683
2025-06-06T23:52:00.000+05:30,2025-06-06T12:00:00.000+05:30,1000,365.124,310.871,861
2025-06-06T15:22:45.000+05:30,2025-06-06T12:00:00.000+05:30,1000,746.368,656.995,953
2025-06-06T08:27:35.000+05:30,2025-06-06T12:00:00.000+05:30,1000,668.02,708.011,664
2025-06-06T06:26:51.000+05:30,2025-06-06T12:00:00.000+05:30,1000,663.814,739.108,519
2025-06-06T06:39:07.000+05:30,2025-06-06T12:00:00.000+05:30,1000,846.41,766.357,503
2025-06-06T15:43:05.000+05:30,2025-06-06T12:00:00.000+05:30,1000,595.455,351.157,978
2025-06-06T00:04:58.000+05:30,2025-06-06T12:00:00.000+05:30,1000,467.766,531.578,712
2025-06-07T10:06:15.000+05:30,2025-06-07T12:00:00.000+05:30,1000,678.486,684.438,119
2025-06-07T19:00:29.000+05:30,2025-06-07T12:00:00.000+05:30,1000,526.214,775.972,717
2025-06-07T19:05:29.000+05:30,2025-06-07T12:00:00.000+05:30,1000,487.202,401.76,174
2025-06-07T09:21:54.000+05:30,2025-06-07T12:00:00.000+05:30,1000,667.334,440.071,333
2025-06-07T07:59:10.000+05:30,2025-06-07T12:00:00.000+05:30,1000,739.359,729.841,487
2025-06-07T17:13:13.000+05:30,2025-06-07T12:00:00.000+05:30,1000,660.36,485.938,386
2025-06-07T02:14:37.000+05:30,2025-06-07T12:00:00.000+05:30,1000,735.938,546.156,906
2025-06-07T21:46:41.000+05:30,2025-06-07T12:00:00.000+05:30,1000,436.449,609.31,769
2025-06-08T21:58:29.000+05:30,2025-06-08T12:00:00.000+05:30,1000,222.991,592.456,337
2025-06-09T14:10:40.000+05:30,2025-06-09T12:00:00.000+05:30,1000,835.788,786.65,895
2025-06-09T20:21:55.000+05:30,2025-06-09T12:00:00.000+05:30,1000,217.057,699.526,715
2025-06-09T11:56:50.000+05:30,2025-06-09T12:00:00.000+05:30,1000,891.321,755.919,197
2025-06-09T11:33:16.000+05:30,2025-06-09T12:00:00.000+05:30,1000,332.585,752.53,914
2025-06-09T16:22:10.000+05:30,2025-06-09T12:00:00.000+05:30,1000,373.801,414.973,416
2025-06-09T12:45:03.000+05:30,2025-06-09T12:00:00.000+05:30,1000,211.416,617.894,918
2025-06-09T07:59:53.000+05:30,2025-06-09T12:00:00.000+05:30,1000,325.875,533.747,844
2025-06-09T21:15:34.000+05:30,2025-06-09T12:00:00.000+05:30,1000,728.704,776.476,949
2025-06-09T09:38:53.000+05:30,2025-06-09T12:00:00.000+05:30,1000,592.94,411.255,793
2025-06-10T12:44:28.000+05:30,2025-06-10T12:00:00.000+05:30,1000,707.939,736.055,165
2025-06-11T16:49:34.000+05:30,2025-06-11T12:00:00.000+05:30,1000,346.304,792.405,586
2025-06-11T08:21:01.000+05:30,2025-06-11T12:00:00.000+05:30,1000,742.275,649.948,748
2025-06-12T04:56:45.000+05:30,2025-06-12T12:00:00.000+05:30,1000,468.649,492.911,794
2025-06-12T20:08:31.000+05:30,2025-06-12T12:00:00.000+05:30,1000,700.668,506.975,294
2025-06-13T03:39:06.000+05:30,2025-06-13T12:00:00.000+05:30,1000,234.077,452.788,830
2025-06-13T06:30:12.000+05:30,2025-06-13T12:00:00.000+05:30,1000,528.153,430.001,773
2025-06-13T01:33:12.000+05:30,2025-06-13T12:00:00.000+05:30,1000,450.57,617.81,368
2025-06-13T21:53:05.000+05:30,2025-06-13T12:00:00.000+05:30,1000,799.773,419.352,466
2025-06-13T20:49:23.000+05:30,2025-06-13T12:00:00.000+05:30,1000,776.948,502.011,525
2025-06-13T18:02:42.000+05:30,2025-06-13T12:00:00.000+05:30,1000,786.308,489.8,982
2025-06-13T13:05:08.000+05:30,2025-06-13T12:00:00.000+05:30,1000,625.494,384.308,198
2025-06-13T14:55:15.000+05:30,2025-06-13T12:00:00.000+05:30,1000,216.332,729.003,365
2025-06-14T23:45:06.000+05:30,2025-06-14T12:00:00.000+05:30,1000,235.527,690.383,535
2025-06-14T05:19:23.000+05:30,2025-06-14T12:00:00.000+05:30,1000,651.324,610.177,548
2025-06-14T21:27:17.000+05:30,2025-06-14T12:00:00.000+05:30,1000,611.172,480.284,145
2025-06-14T11:44:59.000+05:30,2025-06-14T12:00:00.000+05:30,1000,367.71,648.478,515
2025-06-14T12:36:15.000+05:30,2025-06-14T12:00:00.000+05:30,1000,370.914,338.82,540
2025-06-15T11:16:10.000+05:30,2025-06-15T12:00:00.000+05:30,1000,334.279,457.962,518
2025-06-15T17:41:11.000+05:30,2025-06-15T12:00:00.000+05:30,1000,441.937,476.275,568
2025-06-15T08:57:49.000+05:30,2025-06-15T12:00:00.000+05:30,1000,263.666,663.2,787
2025-06-15T06:48:51.000+05:30,2025-06-15T12:00:00.000+05:30,1000,668.144,497.642,453
2025-06-15T01:55:38.000+05:30,2025-06-15T12:00:00.000+05:30,1000,205.191,767.555,454
2025-06-15T02:05:15.000+05:30,2025-06-15T12:00:00.000+05:30,1000,278.902,416.079,966
2025-06-15T00:21:02.000+05:30,2025-06-15T12:00:00.000+05:30,1000,870.426,782.49,804
2025-06-15T02:02:07.000+05:30,2025-06-15T12:00:00.000+05:30,1000,210.96,403.756,238
2025-06-16T21:32:13.000+05:30,2025-06-16T12:00:00.000+05:30,1000,555.615,403.728,223
2025-06-16T20:21:45.000+05:30,2025-06-16T12:00:00.000+05:30,1000,343.952,461.986,176
2025-06-16T21:40:07.000+05:30,2025-06-16T12:00:00.000+05:30,1000,338.356,473.284,817
2025-06-16T00:17:53.000+05:30,2025-06-16T12:00:00.000+05:30,1000,243.588,425.824,357
2025-06-16T02:05:56.000+05:30,2025-06-16T12:00:00.000+05:30,1000,838.17,566.577,655
2025-06-17T15:34:55.000+05:30,2025-06-17T12:00:00.000+05:30,1000,792.516,323.602,496
2025-06-17T19:38:02.000+05:30,2025-06-17T12:00:00.000+05:30,1000,741.445,740.272,123
2025-06-17T05:09:41.000+05:30,2025-06-17T12:00:00.000+05:30,1000,766.591,390.598,696
2025-06-17T04:40:55.000+05:30,2025-06-17T12:00:00.000+05:30,1000,490.384,344.146,892
2025-06-17T01:17:40.000+05:30,2025-06-17T12:00:00.000+05:30,1000,531.933,732.587,961
2025-06-18T08:36:41.000+05:30,2025-06-18T12:00:00.000+05:30,1000,794.092,716.912,124
2025-06-18T22:38:39.000+05:30,2025-06-18T12:00:00.000+05:30,1000,423.559,507.987,431
2025-06-18T22:14:37.000+05:30,2025-06-18T12:00:00.000+05:30,1000,489.818,784.669,745
2025-06-18T02:28:07.000+05:30,2025-06-18T12:00:00.000+05:30,1000,351.032,476.908,807
2025-06-18T16:57:14.000+05:30,2025-06-18T12:00:00.000+05:30,1000,248.17,478.99,312
2025-06-18T21:11:47.000+05:30,2025-06-18T12:00:00.000+05:30,1000,255.227,744.878,614
2025-06-18T05:24:01.000+05:30,2025-06-18T12:00:00.000+05:30,1000,378.676,731.43,614
2025-06-18T06:43:33.000+05:30,2025-06-18T12:00:00.000+05:30,1000,839.138,378.325,699
2025-06-19T00:58:52.000+05:30,2025-06-19T12:00:00.000+05:30,1000,482.364,591.225,116
2025-06-20T23:10:18.000+05:30,2025-06-20T12:00:00.000+05:30,1000,792.302,422.85,459
2025-06-20T09:06:32.000+05:30,2025-06-20T12:00:00.000+05:30,1000,441.037,363.262,543
2025-06-20T16:21:28.000+05:30,2025-06-20T12:00:00.000+05:30,1000,680.339,359.075,989
2025-06-20T05:53:17.000+05:30,2025-06-20T12:00:00.000+05:30,1000,351.864,449.429,127
2025-06-20T13:17:27.000+05:30,2025-06-20T12:00:00.000+05:30,1000,566.457,649.884,834
2025-06-21T10:45:32.000+05:30,2025-06-21T12:00:00.000+05:30,1000,659.937,556.051,617
2025-06-22T08:02:59.000+05:30,2025-06-22T12:00:00.000+05:30,1000,473.351,527.565,708
2025-06-22T07:31:23.000+05:30,2025-06-22T12:00:00.000+05:30,1000,676.021,791.225,444
2025-06-22T21:59:01.000+05:30,2025-06-22T12:00:00.000+05:30,1000,807.533,515.264,627
2025-06-22T08:07:56.000+05:30,2025-06-22T12:00:00.000+05:30,1000,200.662,583.371,297
2025-06-23T04:26:16.000+05:30,2025-06-23T12:00:00.000+05:30,1000,499.613,771.404,912
2025-06-23T07:55:29.000+05:30,2025-06-23T12:00:00.000+05:30,1000,829.414,455.33,623
2025-06-23T01:25:22.000+05:30,2025-06-23T12:00:00.000+05:30,1000,227.636,693.442,944
2025-06-23T22:59:00.000+05:30,2025-06-23T12:00:00.000+05:30,1000,230.635,562.529,355
2025-06-23T19:44:16.000+05:30,2025-06-23T12:00:00.000+05:30,1000,663.391,710.256,650
2025-06-23T21:42:13.000+05:30,2025-06-23T12:00:00.000+05:30,1000,404.481,797.013,635
2025-06-24T05:54:40.000+05:30,2025-06-24T12:00:00.000+05:30,1000,514.186,300.853,651
2025-06-24T01:47:53.000+05:30,2025-06-24T12:00:00.000+05:30,1000,352.763,586.941,361
2025-06-24T17:07:18.000+05:30,2025-06-24T12:00:00.000+05:30,1000,591.781,767.492,135
2025-06-24T08:53:23.000+05:30,2025-06-24T12:00:00.000+05:30,1000,729.84,713.3,357
2025-06-24T06:11:10.000+05:30,2025-06-24T12:00:00.000+05:30,1000,403.224,660.704,271
2025-06-25T14:00:14.000+05:30,2025-06-25T12:00:00.000+05:30,1000,716.727,739.618,680
2025-06-25T14:56:54.000+05:30,2025-06-25T12:00:00.000+05:30,1000,371.978,771.536,778
2025-06-25T02:34:40.000+05:30,2025-06-25T12:00:00.000+05:30,1000,478.278,738.392,135
2025-06-25T21:33:42.000+05:30,2025-06-25T12:00:00.000+05:30,1000,527.917,446.306,218
2025-06-25T13:19:13.000+05:30,2025-06-25T12:00:00.000+05:30,1000,786.262,518.929,562
2025-06-25T13:53:40.000+05:30,2025-06-25T12:00:00.000+05:30,1000,368.55,378.559,400
2025-06-26T15:03:23.000+05:30,2025-06-26T12:00:00.000+05:30,1000,837.974,528.767,558
2025-06-26T09:05:07.000+05:30,2025-06-26T12:00:00.000+05:30,1000,768.086,359.048,454
2025-06-26T09:04:35.000+05:30,2025-06-26T12:00:00.000+05:30,1000,789.383,300.673,159
2025-06-26T08:48:51.000+05:30,2025-06-26T12:00:00.000+05:30,1000,428.746,592.02,986
2025-05-28T10:44:10.000+05:30,2025-05-28T12:00:00.000+05:30,1001,686.615,361.732,910
2025-05-28T08:37:47.000+05:30,2025-05-28T12:00:00.000+05:30,1001,281.602,736.947,877
2025-05-28T20:07:49.000+05:30,2025-05-28T12:00:00.000+05:30,1001,875.088,367.626,561
2025-05-28T06:38:46.000+05:30,2025-05-28T12:00:00.000+05:30,1001,818.854,335.3,157
2025-05-29T16:45:10.000+05:30,2025-05-29T12:00:00.000+05:30,1001,859.68,641.96,320
2025-05-29T01:05:49.000+05:30,2025-05-29T12:00:00.000+05:30,1001,389.917,632.364,959
2025-05-29T20:44:33.000+05:30,2025-05-29T12:00:00.000+05:30,1001,224.049,496.81,166
2025-05-29T18:56:27.000+05:30,2025-05-29T12:00:00.000+05:30,1001,422.02,467.532,982
2025-05-29T16:11:45.000+05:30,2025-05-29T12:00:00.000+05:30,1001,709.552,733.283,955
2025-05-29T01:42:32.000+05:30,2025-05-29T12:00:00.000+05:30,1001,478.712,350.391,832
2025-05-29T19:39:29.000+05:30,2025-05-29T12:00:00.000+05:30,1001,700.599,334.427,530
2025-05-29T10:51:06.000+05:30,2025-05-29T12:00:00.000+05:30,1001,226.268,727.406,534
2025-05-30T02:59:41.000+05:30,2025-05-30T12:00:00.000+05:30,1001,772.296,356.435,450
2025-05-30T13:01:04.000+05:30,2025-05-30T12:00:00.000+05:30,1001,329.178,598.686,797
2025-05-30T17:10:27.000+05:30,2025-05-30T12:00:00.000+05:30,1001,614.869,719.541,352
2025-05-31T05:54:48.000+05:30,2025-05-31T12:00:00.000+05:30,1001,310.62,413.489,700
2025-05-31T10:31:01.000+05:30,2025-05-31T12:00:00.000+05:30,1001,531.202,527.277,855
2025-05-31T15:18:08.000+05:30,2025-05-31T12:00:00.000+05:30,1001,575.236,407.634,489
2025-05-31T10:36:18.000+05:30,2025-05-31T12:00:00.000+05:30,1001,827.292,636.584,472
2025-05-31T21:40:40.000+05:30,2025-05-31T12:00:00.000+05:30,1001,408.917,596.728,594
2025-06-01T13:34:40.000+05:30,2025-06-01T12:00:00.000+05:30,1001,420.878,434.356,462
2025-06-01T18:28:59.000+05:30,2025-06-01T12:00:00.000+05:30,1001,796.577,508.858,633
2025-06-02T07:00:47.000+05:30,2025-06-02T12:00:00.000+05:30,1001,201.019,473.354,644
2025-06-02T22:37:20.000+05:30,2025-06-02T12:00:00.000+05:30,1001,760.935,491.861,492
2025-06-02T16:00:26.000+05:30,2025-06-02T12:00:00.000+05:30,1001,774.82,632.14,125
2025-06-02T01:31:11.000+05:30,2025-06-02T12:00:00.000+05:30,1001,647.815,351.974,120
2025-06-03T19:36:30.000+05:30,2025-06-03T12:00:00.000+05:30,1001,215.625,663.345,261
2025-06-03T02:42:40.000+05:30,2025-06-03T12:00:00.000+05:30,1001,705.23,505.055,492
2025-06-04T22:40:39.000+05:30,2025-06-04T12:00:00.000+05:30,1001,694.767,367.55,373
2025-06-05T08:44:13.000+05:30,2025-06-05T12:00:00.000+05:30,1001,245.785,746.25,195
2025-06-05T21:45:28.000+05:30,2025-06-05T12:00:00.000+05:30,1001,465.683,797.033,557
2025-06-05T17:00:58.000+05:30,2025-06-05T12:00:00.000+05:30,1001,532.516,707.984,417
2025-06-05T21:49:46.000+05:30,2025-06-05T12:00:00.000+05:30,1001,215.203,572.756,619
2025-06-05T05:33:53.000+05:30,2025-06-05T12:00:00.000+05:30,1001,356.456,381.148,299
2025-06-06T08:00:21.000+05:30,2025-06-06T12:00:00.000+05:30,1001,509.367,780.462,752
2025-06-07T07:46:26.000+05:30,2025-06-07T12:00:00.000+05:30,1001,290.518,546.358,297
2025-06-07T16:14:17.000+05:30,2025-06-07T12:00:00.000+05:30,1001,532.596,681.695,468
2025-06-07T06:53:13.000+05:30,2025-06-07T12:00:00.000+05:30,1001,247.266,481.917,385
2025-06-07T20:12:23.000+05:30,2025-06-07T12:00:00.000+05:30,1001,798.911,587.228,952
2025-06-08T15:53:46.000+05:30,2025-06-08T12:00:00.000+05:30,1001,471.06,361.267,435
2025-06-08T22:44:39.000+05:30,2025-06-08T12:00:00.000+05:30,1001,653.319,566.121,102
2025-06-09T07:10:08.000+05:30,2025-06-09T12:00:00.000+05:30,1001,308.68,686.79,901
2025-06-09T21:04:41.000+05:30,2025-06-09T12:00:00.000+05:30,1001,641.949,799.963,977
2025-06-09T19:37:32.000+05:30,2025-06-09T12:00:00.000+05:30,1001,250.412,328.226,923
2025-06-10T22:34:30.000+05:30,2025-06-10T12:00:00.000+05:30,1001,822.835,601.866,837
2025-06-10T18:38:03.000+05:30,2025-06-10T12:00:00.000+05:30,1001,427.185,527.439,472
2025-06-10T03:01:15.000+05:30,2025-06-10T12:00:00.000+05:30,1001,327.407,635.204,870
2025-06-10T12:42:29.000+05:30,2025-06-10T12:00:00.000+05:30,1001,881.678,476.097,407
2025-06-10T00:35:22.000+05:30,2025-06-10T12:00:00.000+05:30,1001,892.935,423.677,602
2025-06-10T08:28:33.000+05:30,2025-06-10T12:00:00.000+05:30,1001,345.892,773.27,309
2025-06-10T19:12:09.000+05:30,2025-06-10T12:00:00.000+05:30,1001,627.851,322.436,648
2025-06-11T18:53:04.000+05:30,2025-06-11T12:00:00.000+05:30,1001,238.756,532.183,669
2025-06-11T21:54:15.000+05:30,2025-06-11T12:00:00.000+05:30,1001,409.867,576.002,205
2025-06-11T08:28:36.000+05:30,2025-06-11T12:00:00.000+05:30,1001,796.339,476.003,538
2025-06-11T01:28:19.000+05:30,2025-06-11T12:00:00.000+05:30,1001,632.771,523.066,239
2025-06-11T11:03:37.000+05:30,2025-06-11T12:00:00.000+05:30,1001,250.571,651.734,840
2025-06-11T05:08:47.000+05:30,2025-06-11T12:00:00.000+05:30,1001,365.949,766.355,917
2025-06-11T19:33:27.000+05:30,2025-06-11T12:00:00.000+05:30,1001,458.642,462.289,609
2025-06-11T01:07:00.000+05:30,2025-06-11T12:00:00.000+05:30,1001,254.025,304.404,445
2025-06-12T15:11:52.000+05:30,2025-06-12T12:00:00.000+05:30,1001,574.22,526.661,259
2025-06-13T15:30:18.000+05:30,2025-06-13T12:00:00.000+05:30,1001,693.392,697.747,359
2025-06-13T07:10:05.000+05:30,2025-06-13T12:00:00.000+05:30,1001,576.079,433.391,102
2025-06-14T00:35:03.000+05:30,2025-06-14T12:00:00.000+05:30,1001,364.766,399.647,286
2025-06-14T09:52:02.000+05:30,2025-06-14T12:00:00.000+05:30,1001,823.067,538.298,918
2025-06-14T09:20:16.000+05:30,2025-06-14T12:00:00.000+05:30,1001,267.562,576.174,552
2025-06-14T10:32:02.000+05:30,2025-06-14T12:00:00.000+05:30,1001,475.495,531.6,571
2025-06-14T21:21:30.000+05:30,2025-06-14T12:00:00.000+05:30,1001,590.205,321.873,519
2025-06-14T03:02:14.000+05:30,2025-06-14T12:00:00.000+05:30,1001,667.2,470.724,132
2025-06-14T18:55:27.000+05:30,2025-06-14T12:00:00.000+05:30,1001,615.462,566.884,463
2025-06-14T01:16:51.000+05:30,2025-06-14T12:00:00.000+05:30,1001,648.825,349.638,236
2025-06-15T06:35:57.000+05:30,2025-06-15T12:00:00.000+05:30,1001,566.085,645.641,398
2025-06-16T04:56:03.000+05:30,2025-06-16T12:00:00.000+05:30,1001,603.619,334.274,698
2025-06-16T12:21:03.000+05:30,2025-06-16T12:00:00.000+05:30,1001,214.562,396.841,520
2025-06-17T18:29:18.000+05:30,2025-06-17T12:00:00.000+05:30,1001,293.088,796.031,219
2025-06-17T06:39:29.000+05:30,2025-06-17T12:00:00.000+05:30,1001,828.544,327.408,387
2025-06-17T14:23:41.000+05:30,2025-06-17T12:00:00.000+05:30,1001,637.952,613.941,292
2025-06-17T16:18:10.000+05:30,2025-06-17T12:00:00.000+05:30,1001,893.315,315.361,588
2025-06-17T12:48:29.000+05:30,2025-06-17T12:00:00.000+05:30,1001,353.625,713.19,773
2025-06-17T18:03:10.000+05:30,2025-06-17T12:00:00.000+05:30,1001,282.314,409.941,506
2025-06-18T14:15:14.000+05:30,2025-06-18T12:00:00.000+05:30,1001,472.679,694.533,865
2025-06-18T19:15:28.000+05:30,2025-06-18T12:00:00.000+05:30,1001,793.357,375.674,506
2025-06-18T23:58:49.000+05:30,2025-06-18T12:00:00.000+05:30,1001,764.357,413.855,933
2025-06-18T19:05:59.000+05:30,2025-06-18T12:00:00.000+05:30,1001,512.322,646.161,527
2025-06-18T03:57:22.000+05:30,2025-06-18T12:00:00.000+05:30,1001,666.432,483.364,535
2025-06-19T23:57:58.000+05:30,2025-06-19T12:00:00.000+05:30,1001,781.883,634.685,751
2025-06-19T17:33:31.000+05:30,2025-06-19T12:00:00.000+05:30,1001,514.772,502.902,782
2025-06-19T09:36:52.000+05:30,2025-06-19T12:00:00.000+05:30,1001,599.446,391.953,185
2025-06-19T21:05:54.000+05:30,2025-06-19T12:00:00.000+05:30,1001,896.73,310.185,967
2025-06-20T13:15:05.000+05:30,2025-06-20T12:00:00.000+05:30,1001,266.39,647.766,280
2025-06-20T04:41:00.000+05:30,2025-06-20T12:00:00.000+05:30,1001,348.697,638.367,448
2025-06-20T07:22:15.000+05:30,2025-06-20T12:00:00.000+05:30,1001,433.871,375.563,980
2025-06-20T16:17:28.000+05:30,2025-06-20T12:00:00.000+05:30,1001,509.276,735.476,675
2025-06-20T07:34:26.000+05:30,2025-06-20T12:00:00.000+05:30,1001,551.999,545.042,325
2025-06-20T05:49:03.000+05:30,2025-06-20T12:00:00.000+05:30,1001,373.951,340.928,361
2025-06-20T01:07:58.000+05:30,2025-06-20T12:00:00.000+05:30,1001,835.292,642.253,415
2025-06-20T22:00:34.000+05:30,2025-06-20T12:00:00.000+05:30,1001,555.565,788.672,614
2025-06-21T07:28:33.000+05:30,2025-06-21T12:00:00.000+05:30,1001,427.027,603.649,817
2025-06-21T17:18:38.000+05:30,2025-06-21T12:00:00.000+05:30,1001,732.756,377.771,221
2025-06-21T05:49:15.000+05:30,2025-06-21T12:00:00.000+05:30,1001,806.454,454.178,557
2025-06-22T09:33:18.000+05:30,2025-06-22T12:00:00.000+05:30,1001,809.898,513.722,425
2025-06-22T02:50:20.000+05:30,2025-06-22T12:00:00.000+05:30,1001,815.18,406.532,650
2025-06-22T23:33:38.000+05:30,2025-06-22T12:00:00.000+05:30,1001,415.416,644.375,486
2025-06-22T18:58:24.000+05:30,2025-06-22T12:00:00.000+05:30,1001,604.424,514.054,761
2025-06-22T23:46:15.000+05:30,2025-06-22T12:00:00.000+05:30,1001,605.292,568.276,554
2025-06-22T03:21:22.000+05:30,2025-06-22T12:00:00.000+05:30,1001,760.721,717.319,689
2025-06-22T03:57:01.000+05:30,2025-06-22T12:00:00.000+05:30,1001,868.146,635.893,290
2025-06-22T09:37:04.000+05:30,2025-06-22T12:00:00.000+05:30,1001,874.523,303.757,659
2025-06-22T19:18:03.000+05:30,2025-06-22T12:00:00.000+05:30,1001,304.884,619.984,423
2025-06-23T23:20:44.000+05:30,2025-06-23T12:00:00.000+05:30,1001,530.023,373.454,941
2025-06-23T12:38:46.000+05:30,2025-06-23T12:00:00.000+05:30,1001,811.36,578.73,592
2025-06-23T20:22:32.000+05:30,2025-06-23T12:00:00.000+05:30,1001,837.701,662.298,110
2025-06-23T23:40:40.000+05:30,2025-06-23T12:00:00.000+05:30,1001,898.238,463.25,755
2025-06-23T03:25:52.000+05:30,2025-06-23T12:00:00.000+05:30,1001,599.06,543.859,698
2025-06-23T05:24:42.000+05:30,2025-06-23T12:00:00.000+05:30,1001,546.63,787.823,913
2025-06-23T18:47:12.000+05:30,2025-06-23T12:00:00.000+05:30,1001,205.799,696.299,490
2025-06-23T06:23:32.000+05:30,2025-06-23T12:00:00.000+05:30,1001,587.413,304.895,325
2025-06-23T22:59:40.000+05:30,2025-06-23T12:00:00.000+05:30,1001,517.446,437.17,910
2025-06-24T15:05:38.000+05:30,2025-06-24T12:00:00.000+05:30,1001,824.816,524.496,642
2025-06-24T17:23:54.000+05:30,2025-06-24T12:00:00.000+05:30,1001,739.063,562.763,360
2025-06-24T17:47:54.000+05:30,2025-06-24T12:00:00.000+05:30,1001,650.357,709.668,515
2025-06-25T08:59:56.000+05:30,2025-06-25T12:00:00.000+05:30,1001,702.843,490.004,535
2025-06-25T09:01:55.000+05:30,2025-06-25T12:00:00.000+05:30,1001,495.387,451.13,848
2025-06-25T19:40:15.000+05:30,2025-06-25T12:00:00.000+05:30,1001,278.896,783.418,776
2025-06-25T14:31:46.000+05:30,2025-06-25T12:00:00.000+05:30,1001,806.542,745.496,164
2025-06-25T18:14:16.000+05:30,2025-06-25T12:00:00.000+05:30,1001,676.106,708.266,518
